Date,Open,High,Low,Close,Adj Close,Volume
2007-09-24,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,0
2007-09-25,2807.250000,2828.199951,2748.500000,2796.100098,2796.100098,0
2007-09-26,2802.000000,2845.550049,2798.100098,2804.149902,2804.149902,0
2007-09-27,2824.050049,2842.600098,2772.350098,2779.449951,2779.449951,0
2007-09-28,2786.649902,2843.449951,2777.550049,2838.250000,2838.250000,0
2007-10-01,2841.050049,2907.949951,2840.050049,2897.750000,2897.750000,0
2007-10-03,2904.350098,2972.449951,2787.000000,2908.250000,2908.250000,0
2007-10-04,2903.250000,2931.600098,2870.350098,2926.199951,2926.199951,0
2007-10-05,2946.199951,2946.199951,2857.300049,2874.250000,2874.250000,0
2007-10-08,2879.050049,2901.649902,2707.899902,2758.050049,2758.050049,0
2007-10-09,2739.300049,2847.199951,2686.850098,2844.250000,2844.250000,0
2007-10-10,2846.100098,2914.649902,2846.100098,2890.899902,2890.899902,0
2007-10-11,2890.649902,2948.800049,2877.399902,2941.899902,2941.899902,0
2007-10-12,2924.399902,2986.000000,2898.050049,2914.500000,2914.500000,0
2007-10-15,2928.100098,3016.949951,2928.100098,3011.449951,3011.449951,0
2007-10-16,3000.649902,3066.149902,3000.649902,3061.699951,3061.699951,0
2007-10-17,2968.649902,2986.949951,2773.600098,2975.350098,2975.350098,0
2007-10-18,2988.399902,3084.449951,2836.750000,2886.449951,2886.449951,0
2007-10-19,2887.649902,2890.100098,2736.399902,2791.600098,2791.600098,0
2007-10-22,2784.500000,2829.949951,2705.000000,2801.649902,2801.649902,0
2007-10-23,2819.449951,2971.250000,2819.449951,2960.149902,2960.149902,0
2007-10-24,2980.649902,3032.949951,2957.149902,3011.149902,3011.149902,0
2007-10-25,3017.649902,3062.850098,3009.600098,3031.800049,3031.800049,0
2007-10-26,3042.600098,3132.149902,3028.800049,3125.600098,3125.600098,0
2007-10-29,3154.600098,3210.550049,3147.699951,3206.300049,3206.300049,0
2007-10-30,3213.250000,3251.550049,3178.899902,3201.800049,3201.800049,0
2007-10-31,3195.300049,3253.500000,3195.300049,3208.600098,3208.600098,0
2007-11-01,3230.250000,3282.149902,3120.149902,3139.149902,3139.149902,0
2007-11-02,3137.050049,3205.699951,3062.050049,3194.250000,3194.250000,0
2007-11-05,3190.699951,3295.399902,3190.699951,3273.899902,3273.899902,0
2007-11-06,3285.449951,3357.550049,3177.199951,3214.500000,3214.500000,0
2007-11-07,3258.250000,3273.550049,3141.899902,3194.000000,3194.000000,0
2007-11-08,3170.550049,3194.449951,3128.000000,3160.600098,3160.600098,0
2007-11-12,3120.750000,3120.750000,3038.899902,3112.199951,3112.199951,0
2007-11-13,3110.850098,3243.100098,3110.850098,3227.199951,3227.199951,0
2007-11-14,3275.000000,3321.300049,3275.000000,3296.449951,3296.449951,0
2007-11-15,3309.000000,3355.850098,3308.850098,3328.050049,3328.050049,0
2007-11-16,3324.300049,3402.699951,3303.250000,3366.149902,3366.149902,0
2007-11-19,3402.800049,3474.699951,3382.750000,3465.949951,3465.949951,0
2007-11-20,3459.550049,3504.100098,3370.649902,3399.850098,3399.850098,0
2007-11-21,3395.199951,3427.699951,3174.449951,3200.699951,3200.699951,0
2007-11-22,3204.100098,3238.699951,3037.649902,3129.649902,3129.649902,0
2007-11-23,3163.399902,3221.050049,3144.350098,3207.550049,3207.550049,0
2007-11-26,3226.300049,3295.000000,3223.899902,3273.149902,3273.149902,0
2007-11-27,3267.000000,3286.850098,3230.949951,3284.800049,3284.800049,0
2007-11-28,3295.000000,3347.050049,3243.449951,3256.600098,3256.600098,0
2007-11-29,3272.399902,3318.000000,3201.949951,3212.250000,3212.250000,0
2007-11-30,3220.500000,3366.550049,3220.500000,3360.850098,3360.850098,0
2007-12-03,3375.100098,3456.300049,3375.100098,3452.649902,3452.649902,0
2007-12-04,3459.850098,3515.000000,3459.850098,3496.149902,3496.149902,0
2007-12-05,3510.300049,3587.000000,3509.350098,3582.399902,3582.399902,0
2007-12-06,3605.000000,3643.500000,3534.850098,3558.850098,3558.850098,0
2007-12-07,3568.449951,3610.850098,3474.399902,3542.449951,3542.449951,0
2007-12-10,3571.500000,3594.000000,3533.850098,3587.050049,3587.050049,0
2007-12-11,3601.050049,3667.649902,3601.050049,3628.199951,3628.199951,0
2007-12-12,3597.399902,3724.899902,3580.699951,3722.399902,3722.399902,0
2007-12-13,3730.649902,3761.850098,3715.850098,3731.850098,3731.850098,0
2007-12-14,3735.300049,3781.300049,3728.000000,3753.800049,3753.800049,0
2007-12-17,3754.899902,3756.449951,3517.699951,3558.399902,3558.399902,0
2007-12-18,3568.000000,3595.250000,3486.350098,3565.899902,3565.899902,0
2007-12-19,3596.699951,3660.050049,3490.350098,3545.750000,3545.750000,0
2007-12-20,3558.449951,3580.300049,3505.350098,3518.500000,3518.500000,0
2007-12-24,3535.100098,3609.850098,3535.100098,3605.199951,3605.199951,0
2007-12-26,3617.250000,3695.899902,3614.850098,3687.100098,3687.100098,0
2007-12-27,3694.500000,3724.850098,3656.850098,3667.600098,3667.600098,0
2007-12-28,3661.550049,3754.149902,3651.949951,3751.399902,3751.399902,0
2007-12-31,3762.199951,3830.100098,3762.199951,3812.000000,3812.000000,0
2008-01-01,3809.000000,3852.399902,3803.649902,3838.300049,3838.300049,0
2008-01-02,3840.800049,3934.000000,3801.949951,3927.699951,3927.699951,0
2008-01-03,3915.600098,3969.500000,3900.199951,3931.300049,3931.300049,0
2008-01-04,3937.250000,3994.949951,3937.250000,3966.750000,3966.750000,0
2008-01-07,3938.449951,4002.949951,3923.050049,3984.199951,3984.199951,0
2008-01-08,4005.600098,4047.550049,3851.000000,3900.100098,3900.100098,0
2008-01-09,3898.250000,3938.399902,3835.449951,3872.699951,3872.699951,0
2008-01-10,3878.399902,3918.300049,3693.649902,3704.750000,3704.750000,0
2008-01-11,3694.850098,3741.100098,3616.000000,3701.399902,3701.399902,0
2008-01-14,3713.449951,3760.949951,3702.000000,3755.600098,3755.600098,0
2008-01-15,3772.149902,3806.399902,3712.149902,3724.350098,3724.350098,0
2008-01-16,3698.500000,3698.500000,3542.250000,3645.199951,3645.199951,0
2008-01-17,3670.600098,3703.800049,3628.699951,3651.800049,3651.800049,0
2008-01-18,3635.600098,3635.600098,3422.699951,3441.899902,3441.899902,0
2008-01-21,3413.649902,3413.649902,2796.850098,2927.000000,2927.000000,0
2008-01-22,2852.699951,2852.699951,2209.199951,2600.449951,2600.449951,0
2008-01-23,2672.449951,2955.149902,2664.250000,2896.850098,2896.850098,0
2008-01-24,2940.649902,3035.949951,2691.800049,2757.500000,2757.500000,0
2008-01-25,2779.600098,2976.949951,2779.600098,2969.300049,2969.300049,0
2008-01-28,2922.550049,2971.899902,2822.899902,2964.050049,2964.050049,0
2008-01-29,2992.300049,3044.550049,2923.050049,2961.699951,2961.699951,0
2008-01-30,2946.350098,2968.300049,2844.100098,2858.550049,2858.550049,0
2008-01-31,2845.300049,2891.850098,2748.800049,2777.199951,2777.199951,0
2008-02-01,2782.149902,2832.949951,2742.149902,2804.449951,2804.449951,0
2008-02-04,2836.850098,2947.899902,2836.850098,2920.850098,2920.850098,0
2008-02-05,2917.449951,2979.449951,2892.649902,2969.000000,2969.000000,0
2008-02-06,2968.000000,2970.449951,2831.800049,2945.850098,2945.850098,0
2008-02-07,2949.899902,3015.800049,2847.600098,2853.449951,2853.449951,0
2008-02-08,2852.750000,2879.899902,2735.100098,2796.800049,2796.800049,0
2008-02-11,2795.550049,2795.550049,2569.350098,2588.550049,2588.550049,0
2008-02-12,2600.800049,2637.000000,2514.250000,2533.149902,2533.149902,0
2008-02-13,2551.449951,2597.600098,2501.050049,2548.550049,2548.550049,0
2008-02-14,2575.350098,2743.550049,2575.350098,2731.100098,2731.100098,0
2008-02-15,2702.149902,2809.300049,2676.850098,2801.199951,2801.199951,0
2008-02-18,2814.649902,2843.899902,2779.149902,2805.300049,2805.300049,0
2008-02-19,2819.899902,2874.300049,2817.899902,2827.300049,2827.300049,0
2008-02-20,2810.149902,2816.850098,2745.000000,2761.399902,2761.399902,0
2008-02-21,2769.600098,2821.850098,2759.449951,2802.250000,2802.250000,0
2008-02-22,2791.300049,2791.300049,2754.199951,2764.100098,2764.100098,0
2008-02-25,2776.350098,2789.500000,2714.850098,2780.449951,2780.449951,0
2008-02-26,2789.750000,2823.100098,2789.750000,2814.250000,2814.250000,0
2008-02-27,2813.250000,2870.550049,2813.250000,2826.250000,2826.250000,0
2008-02-28,2826.250000,2841.899902,2793.649902,2809.250000,2809.250000,0
2008-02-29,2808.350098,2824.800049,2744.750000,2800.600098,2800.600098,0
2008-03-03,2782.850098,2782.850098,2677.449951,2688.800049,2688.800049,0
2008-03-04,2694.449951,2705.699951,2571.300049,2624.949951,2624.949951,0
2008-03-05,2626.899902,2636.050049,2584.550049,2600.199951,2600.199951,0
2008-03-07,2585.550049,2585.550049,2422.149902,2483.800049,2483.800049,0
2008-03-10,2443.350098,2496.699951,2346.600098,2486.550049,2486.550049,0
2008-03-11,2471.699951,2584.100098,2464.050049,2578.750000,2578.750000,0
2008-03-12,2607.649902,2675.649902,2541.850098,2559.449951,2559.449951,0
2008-03-13,2524.000000,2524.000000,2385.250000,2400.800049,2400.800049,0
2008-03-14,2404.250000,2451.399902,2383.500000,2440.550049,2440.550049,0
2008-03-17,2392.399902,2392.399902,2242.500000,2255.050049,2255.050049,0
2008-03-18,2264.500000,2288.600098,2217.550049,2240.800049,2240.800049,0
2008-03-19,2282.350098,2340.399902,2214.800049,2223.050049,2223.050049,0
2008-03-24,2227.949951,2255.800049,2133.449951,2176.500000,2176.500000,0
2008-03-25,2196.050049,2324.149902,2196.050049,2314.899902,2314.899902,0
2008-03-26,2319.699951,2351.100098,2302.699951,2331.300049,2331.300049,0
2008-03-27,2319.949951,2342.250000,2295.399902,2309.050049,2309.050049,0
2008-03-28,2320.199951,2425.399902,2319.600098,2418.600098,2418.600098,0
2008-03-31,2398.949951,2419.250000,2356.250000,2371.699951,2371.699951,0
2008-04-01,2372.250000,2405.850098,2330.949951,2371.250000,2371.250000,0
2008-04-02,2382.300049,2451.399902,2382.300049,2395.000000,2395.000000,0
2008-04-03,2393.600098,2411.800049,2380.800049,2399.449951,2399.449951,0
2008-04-04,2404.399902,2407.649902,2333.949951,2340.750000,2340.750000,0
2008-04-07,2349.600098,2382.899902,2318.350098,2370.949951,2370.949951,0
2008-04-08,2370.600098,2388.350098,2359.800049,2381.449951,2381.449951,0
2008-04-09,2383.350098,2415.050049,2370.399902,2408.750000,2408.750000,0
2008-04-10,2407.800049,2449.449951,2403.399902,2418.449951,2418.449951,0
2008-04-11,2420.800049,2453.550049,2413.300049,2435.600098,2435.600098,0
2008-04-15,2434.250000,2483.300049,2410.000000,2477.600098,2477.600098,0
2008-04-16,2484.649902,2542.399902,2484.649902,2502.350098,2502.350098,0
2008-04-17,2516.500000,2578.600098,2516.500000,2574.699951,2574.699951,0
2008-04-21,2579.899902,2650.000000,2579.899902,2646.050049,2646.050049,0
2008-04-22,2622.149902,2671.800049,2621.600098,2666.850098,2666.850098,0
2008-04-23,2668.899902,2705.500000,2667.300049,2685.149902,2685.149902,0
2008-04-24,2694.899902,2721.100098,2626.000000,2634.300049,2634.300049,0
2008-04-25,2641.399902,2666.949951,2614.050049,2664.100098,2664.100098,0
2008-04-28,2673.300049,2696.199951,2658.600098,2676.300049,2676.300049,0
2008-04-29,2679.300049,2734.649902,2670.250000,2732.199951,2732.199951,0
2008-04-30,2738.649902,2763.699951,2730.449951,2741.149902,2741.149902,0
2008-05-02,2760.600098,2790.949951,2760.600098,2781.300049,2781.300049,0
2008-05-05,2782.000000,2823.100098,2778.600098,2787.199951,2787.199951,0
2008-05-06,2788.949951,2802.600098,2726.550049,2748.199951,2748.199951,0
2008-05-07,2748.600098,2768.399902,2723.000000,2733.949951,2733.949951,0
2008-05-08,2729.050049,2729.050049,2689.050049,2709.550049,2709.550049,0
2008-05-09,2706.949951,2717.250000,2600.399902,2615.550049,2615.550049,0
2008-05-12,2601.750000,2628.449951,2532.800049,2619.399902,2619.399902,0
2008-05-13,2620.850098,2689.899902,2615.649902,2626.000000,2626.000000,0
2008-05-14,2623.750000,2678.550049,2611.250000,2672.399902,2672.399902,0
2008-05-15,2688.600098,2717.949951,2684.250000,2715.300049,2715.300049,0
2008-05-16,2721.399902,2753.699951,2720.250000,2746.850098,2746.850098,0
2008-05-20,2738.800049,2757.250000,2706.600098,2729.000000,2729.000000,0
2008-05-21,2721.649902,2774.449951,2696.600098,2769.050049,2769.050049,0
2008-05-22,2763.500000,2763.500000,2709.350098,2716.500000,2716.500000,0
2008-05-23,2710.100098,2743.149902,2660.850098,2665.500000,2665.500000,0
2008-05-26,2652.350098,2652.350098,2585.899902,2594.699951,2594.699951,0
2008-05-27,2598.000000,2633.600098,2556.949951,2564.100098,2564.100098,0
2008-05-28,2570.699951,2605.899902,2547.699951,2601.949951,2601.949951,0
2008-05-29,2616.500000,2625.750000,2573.300049,2591.350098,2591.350098,0
2008-05-30,2602.050049,2623.199951,2570.699951,2593.750000,2593.750000,0
2008-06-02,2591.050049,2608.149902,2502.699951,2521.949951,2521.949951,0
2008-06-03,2509.149902,2509.149902,2445.399902,2501.149902,2501.149902,0
2008-06-04,2501.300049,2521.600098,2391.500000,2401.050049,2401.050049,0
2008-06-05,2396.850098,2424.100098,2358.699951,2417.250000,2417.250000,0
2008-06-06,2423.649902,2452.350098,2391.350098,2399.550049,2399.550049,0
2008-06-09,2347.250000,2347.250000,2260.649902,2319.850098,2319.850098,0
2008-06-10,2314.100098,2340.649902,2256.000000,2280.199951,2280.199951,0
2008-06-11,2289.800049,2327.199951,2289.800049,2320.250000,2320.250000,0
2008-06-12,2299.699951,2356.149902,2253.149902,2353.350098,2353.350098,0
2008-06-13,2359.800049,2368.300049,2324.350098,2338.000000,2338.000000,0
2008-06-16,2345.949951,2390.800049,2345.949951,2353.050049,2353.050049,0
2008-06-17,2353.199951,2407.800049,2349.050049,2405.949951,2405.949951,0
2008-06-18,2413.300049,2447.600098,2375.350098,2382.449951,2382.449951,0
2008-06-19,2372.199951,2372.199951,2322.699951,2328.000000,2328.000000,0
2008-06-20,2336.600098,2344.550049,2230.750000,2240.649902,2240.649902,0
2008-06-23,2225.149902,2225.149902,2142.350098,2148.350098,2148.350098,0
2008-06-24,2148.050049,2163.250000,2080.899902,2097.750000,2097.750000,0
2008-06-25,2086.850098,2129.000000,2043.599976,2123.600098,2123.600098,0
2008-06-26,2134.350098,2165.800049,2103.449951,2109.600098,2109.600098,0
