Date,Open,High,Low,Close,Adj Close,Volume
2008-06-27,2080.149902,2080.149902,2029.400024,2039.199951,2039.199951,0
2008-06-30,2045.349976,2058.050049,1947.250000,1956.849976,1956.849976,0
2008-07-01,1957.949951,1963.550049,1835.199951,1847.800049,1847.800049,0
2008-07-02,1843.300049,1957.250000,1777.250000,1948.699951,1948.699951,0
2008-07-03,1942.349976,1942.349976,1849.650024,1884.449951,1884.449951,0
2008-07-04,1888.250000,1961.750000,1866.849976,1953.599976,1953.599976,0
2008-07-07,1961.400024,2020.599976,1961.400024,1970.250000,1970.250000,0
2008-07-08,1947.550049,1987.349976,1907.900024,1971.650024,1971.650024,0
2008-07-09,1995.449951,2053.800049,1995.449951,2049.750000,2049.750000,0
2008-07-10,2046.400024,2064.550049,2021.000000,2042.400024,2042.400024,0
2008-07-11,2052.600098,2067.100098,1979.150024,1985.849976,1985.849976,0
2008-07-14,1982.199951,2011.400024,1956.300049,1979.599976,1979.599976,0
2008-07-15,1971.949951,1971.949951,1889.650024,1897.599976,1897.599976,0
2008-07-16,1899.349976,1920.400024,1838.000000,1858.349976,1858.349976,0
2008-07-17,1883.750000,1923.699951,1882.349976,1903.150024,1903.150024,0
2008-07-18,1908.699951,1949.349976,1901.250000,1944.300049,1944.300049,0
2008-07-21,1954.800049,1964.699951,1925.050049,1959.550049,1959.550049,0
2008-07-22,1968.000000,2011.550049,1958.750000,1999.449951,1999.449951,0
2008-07-23,2037.300049,2155.750000,2037.300049,2144.250000,2144.250000,0
2008-07-24,2159.449951,2206.550049,2122.649902,2156.199951,2156.199951,0
2008-07-25,2144.350098,2167.449951,2109.000000,2146.050049,2146.050049,0
2008-07-28,2142.899902,2169.899902,2135.000000,2157.300049,2157.300049,0
2008-07-29,2137.300049,2142.600098,2076.600098,2084.000000,2084.000000,0
2008-07-30,2098.649902,2155.100098,2098.649902,2151.350098,2151.350098,0
2008-07-31,2156.750000,2169.149902,2107.949951,2123.350098,2123.350098,0
2008-08-01,2104.750000,2164.300049,2080.649902,2160.800049,2160.800049,0
2008-08-04,2155.199951,2217.399902,2155.199951,2205.649902,2205.649902,0
2008-08-05,2203.550049,2240.399902,2201.149902,2236.949951,2236.949951,0
2008-08-06,2252.800049,2283.250000,2208.649902,2216.250000,2216.250000,0
2008-08-07,2212.350098,2253.100098,2203.600098,2230.550049,2230.550049,0
2008-08-08,2229.399902,2250.149902,2206.850098,2242.899902,2242.899902,0
2008-08-11,2263.699951,2291.600098,2263.699951,2287.000000,2287.000000,0
2008-08-12,2288.649902,2299.250000,2242.500000,2254.600098,2254.600098,0
2008-08-13,2250.350098,2261.800049,2232.000000,2237.050049,2237.050049,0
2008-08-14,2236.649902,2237.300049,2180.699951,2185.550049,2185.550049,0
2008-08-18,2179.199951,2195.300049,2153.050049,2158.800049,2158.800049,0
2008-08-19,2152.250000,2166.550049,2122.000000,2157.449951,2157.449951,0
2008-08-20,2166.850098,2198.100098,2166.850098,2185.550049,2185.550049,0
2008-08-21,2183.050049,2183.050049,2125.250000,2130.850098,2130.850098,0
2008-08-22,2129.949951,2139.899902,2113.800049,2133.000000,2133.000000,0
2008-08-25,2147.100098,2165.449951,2131.550049,2135.100098,2135.100098,0
2008-08-26,2138.550049,2138.550049,2112.500000,2132.199951,2132.199951,0
2008-08-27,2145.750000,2148.149902,2110.800049,2114.399902,2114.399902,0
2008-08-28,2113.449951,2123.250000,2070.399902,2075.149902,2075.149902,0
2008-08-29,2092.699951,2153.649902,2092.699951,2149.050049,2149.050049,0
2008-09-01,2146.699951,2160.300049,2129.800049,2154.850098,2154.850098,0
2008-09-02,2154.949951,2203.050049,2154.949951,2196.899902,2196.899902,0
2008-09-04,2192.050049,2201.250000,2170.149902,2189.949951,2189.949951,0
2008-09-05,2171.800049,2174.500000,2150.300049,2158.850098,2158.850098,0
2008-09-08,2189.800049,2225.750000,2179.449951,2182.250000,2182.250000,0
2008-09-09,2176.800049,2181.899902,2163.250000,2165.550049,2165.550049,0
2008-09-10,2164.600098,2177.550049,2137.300049,2146.050049,2146.050049,0
2008-09-11,2137.350098,2141.300049,2112.050049,2121.449951,2121.449951,0
2008-09-12,2125.800049,2139.149902,2064.550049,2078.000000,2078.000000,0
2008-09-15,2053.199951,2053.199951,1937.599976,1974.099976,1974.099976,0
2008-09-16,1954.250000,1965.599976,1893.000000,1959.849976,1959.849976,0
2008-09-17,1964.000000,1975.650024,1916.500000,1924.900024,1924.900024,0
2008-09-18,1894.400024,1917.050049,1812.400024,1910.750000,1910.750000,0
2008-09-19,1934.150024,1991.599976,1934.150024,1979.699951,1979.699951,0
2008-09-22,1985.099976,1999.900024,1947.699951,1954.300049,1954.300049,0
2008-09-23,1949.150024,1957.500000,1907.349976,1913.000000,1913.000000,0
2008-09-24,1917.199951,1946.449951,1917.199951,1925.150024,1925.150024,0
2008-09-25,1925.599976,1933.000000,1899.449951,1907.449951,1907.449951,0
2008-09-26,1906.050049,1906.500000,1835.800049,1842.699951,1842.699951,0
2008-09-29,1843.150024,1846.800049,1730.300049,1763.050049,1763.050049,0
2008-09-30,1749.750000,1808.300049,1689.750000,1792.349976,1792.349976,0
2008-10-01,1797.300049,1827.599976,1771.650024,1804.550049,1804.550049,0
2008-10-03,1804.500000,1809.000000,1739.949951,1744.500000,1744.500000,0
2008-10-06,1733.050049,1733.050049,1613.800049,1622.400024,1622.400024,0
2008-10-07,1639.000000,1665.699951,1571.550049,1597.849976,1597.849976,0
2008-10-08,1584.800049,1584.800049,1437.250000,1510.599976,1510.599976,0
2008-10-10,1507.250000,1507.250000,1344.050049,1374.000000,1374.000000,0
2008-10-13,1382.300049,1475.199951,1382.300049,1467.099976,1467.099976,0
2008-10-14,1489.400024,1559.050049,1484.500000,1489.900024,1489.900024,0
2008-10-15,1481.250000,1481.250000,1400.000000,1409.050049,1409.050049,0
2008-10-16,1373.650024,1413.800049,1329.250000,1399.849976,1399.849976,0
2008-10-17,1408.699951,1437.349976,1343.250000,1348.650024,1348.650024,0
2008-10-20,1359.150024,1372.449951,1325.400024,1342.800049,1342.800049,0
2008-10-21,1359.699951,1416.550049,1356.500000,1402.750000,1402.750000,0
2008-10-22,1395.300049,1395.300049,1347.099976,1350.800049,1350.800049,0
2008-10-23,1326.550049,1349.650024,1294.699951,1305.349976,1305.349976,0
2008-10-24,1293.500000,1293.500000,1180.099976,1190.250000,1190.250000,0
2008-10-27,1186.949951,1194.349976,1063.400024,1143.250000,1143.250000,0
2008-10-29,1242.849976,1255.500000,1179.300049,1187.949951,1187.949951,0
2008-10-31,1193.949951,1282.849976,1193.949951,1254.849976,1254.849976,0
2008-11-03,1279.050049,1344.800049,1279.050049,1338.400024,1338.400024,0
2008-11-04,1335.900024,1390.449951,1305.949951,1385.949951,1385.949951,0
2008-11-05,1390.099976,1433.500000,1348.099976,1358.349976,1358.349976,0
2008-11-06,1338.199951,1354.849976,1290.550049,1320.300049,1320.300049,0
2008-11-07,1316.400024,1345.900024,1298.300049,1336.199951,1336.199951,0
2008-11-10,1348.449951,1396.150024,1348.449951,1392.500000,1392.500000,0
2008-11-11,1385.250000,1385.250000,1323.750000,1329.699951,1329.699951,0
2008-11-12,1320.599976,1334.699951,1286.550049,1305.750000,1305.750000,0
2008-11-14,1309.400024,1344.150024,1280.250000,1284.349976,1284.349976,0
2008-11-17,1288.849976,1293.500000,1225.050049,1244.199951,1244.199951,0
2008-11-18,1234.800049,1234.800049,1205.699951,1212.349976,1212.349976,0
2008-11-19,1215.849976,1226.949951,1181.800049,1186.449951,1186.449951,0
2008-11-20,1168.000000,1168.000000,1134.199951,1142.849976,1142.849976,0
2008-11-21,1150.050049,1167.349976,1125.300049,1159.750000,1159.750000,0
2008-11-24,1162.500000,1178.900024,1145.000000,1154.750000,1154.750000,0
2008-11-25,1165.949951,1180.000000,1136.400024,1139.800049,1139.800049,0
2008-11-26,1137.050049,1163.750000,1125.699951,1160.599976,1160.599976,0
2008-11-27,null,null,null,null,null,null
2008-11-28,1147.800049,1172.849976,1137.650024,1166.449951,1166.449951,0
2008-12-01,1157.849976,1191.900024,1145.099976,1146.849976,1146.849976,0
2008-12-02,1134.949951,1140.849976,1112.550049,1137.849976,1137.849976,0
2008-12-03,1140.949951,1157.500000,1140.949951,1152.000000,1152.000000,0
2008-12-04,1154.500000,1197.500000,1154.500000,1192.199951,1192.199951,0
2008-12-05,1192.949951,1213.449951,1162.949951,1167.099976,1167.099976,0
2008-12-08,1185.349976,1206.800049,1162.050049,1166.300049,1166.300049,0
2008-12-10,1171.400024,1209.599976,1171.300049,1206.500000,1206.500000,0
2008-12-11,1209.400024,1251.400024,1208.949951,1245.050049,1245.050049,0
2008-12-12,1235.699951,1260.550049,1209.099976,1253.900024,1253.900024,0
2008-12-15,1260.800049,1316.500000,1259.550049,1305.300049,1305.300049,0
2008-12-16,1303.300049,1338.250000,1303.300049,1332.000000,1332.000000,0
2008-12-17,1338.650024,1349.849976,1266.150024,1273.050049,1273.050049,0
2008-12-18,1271.849976,1319.449951,1256.550049,1313.750000,1313.750000,0
2008-12-19,1312.599976,1341.949951,1311.449951,1335.800049,1335.800049,0
2008-12-22,1340.349976,1369.300049,1322.599976,1328.949951,1328.949951,0
2008-12-23,1321.500000,1327.699951,1288.599976,1291.150024,1291.150024,0
2008-12-24,1284.300049,1285.199951,1268.199951,1274.150024,1274.150024,0
2008-12-26,1280.300049,1300.849976,1253.199951,1257.800049,1257.800049,0
2008-12-29,1259.300049,1278.150024,1238.550049,1272.849976,1272.849976,0
2008-12-30,1277.650024,1313.750000,1276.650024,1309.400024,1309.400024,0
2008-12-31,1316.449951,1340.800049,1310.300049,1317.949951,1317.949951,0
2009-01-02,1365.300049,1402.900024,1363.400024,1391.500000,1391.500000,0
2009-01-05,1394.500000,1422.199951,1394.500000,1414.400024,1414.400024,0
2009-01-06,1402.949951,1435.699951,1389.250000,1408.449951,1408.449951,0
2009-01-07,1415.849976,1430.550049,1276.849976,1294.849976,1294.849976,0
2009-01-09,1286.599976,1292.500000,1203.349976,1245.400024,1245.400024,0
2009-01-12,1243.250000,1248.849976,1212.750000,1224.199951,1224.199951,0
2009-01-13,1224.349976,1240.099976,1182.300049,1191.099976,1191.099976,0
2009-01-14,1193.150024,1235.550049,1193.150024,1230.550049,1230.550049,0
2009-01-15,1211.550049,1213.349976,1181.099976,1207.000000,1207.000000,0
2009-01-16,1209.550049,1229.500000,1209.300049,1219.449951,1219.449951,0
2009-01-19,1221.099976,1229.949951,1217.150024,1223.500000,1223.500000,0
2009-01-20,1215.449951,1216.000000,1201.800049,1208.699951,1208.699951,0
2009-01-21,1208.699951,1209.500000,1166.000000,1170.199951,1170.199951,0
2009-01-22,1185.449951,1188.949951,1148.349976,1155.150024,1155.150024,0
2009-01-23,1154.750000,1155.650024,1126.750000,1133.750000,1133.750000,0
2009-01-27,1132.699951,1143.949951,1129.849976,1136.849976,1136.849976,0
2009-01-28,1139.699951,1164.349976,1139.400024,1160.199951,1160.199951,0
2009-01-29,1161.599976,1177.150024,1147.800049,1156.849976,1156.849976,0
2009-01-30,1146.449951,1173.400024,1141.949951,1172.099976,1172.099976,0
2009-02-02,1166.500000,1173.949951,1144.150024,1148.900024,1148.900024,0
2009-02-03,1151.449951,1163.349976,1128.550049,1137.849976,1137.849976,0
2009-02-04,1141.099976,1151.650024,1125.650024,1128.900024,1128.900024,0
2009-02-05,1132.849976,1138.750000,1113.300049,1119.750000,1119.750000,0
2009-02-06,1127.349976,1147.900024,1127.349976,1138.300049,1138.300049,0
2009-02-09,1141.900024,1171.349976,1141.900024,1170.099976,1170.099976,0
2009-02-10,1171.199951,1195.849976,1171.199951,1186.099976,1186.099976,0
2009-02-11,1169.400024,1194.000000,1165.349976,1190.900024,1190.900024,0
2009-02-12,1187.099976,1204.750000,1184.650024,1187.099976,1187.099976,0
2009-02-13,1193.599976,1206.099976,1192.000000,1195.349976,1195.349976,0
2009-02-16,1196.900024,1203.150024,1163.699951,1166.349976,1166.349976,0
2009-02-17,1166.199951,1166.199951,1125.500000,1127.650024,1127.650024,0
2009-02-18,1124.900024,1132.449951,1114.500000,1119.900024,1119.900024,0
2009-02-19,1117.699951,1134.500000,1113.900024,1116.349976,1116.349976,0
2009-02-20,1113.699951,1113.699951,1096.449951,1104.750000,1104.750000,0
2009-02-24,1101.800049,1101.800049,1073.250000,1085.400024,1085.400024,0
2009-02-25,1090.849976,1105.500000,1087.150024,1089.900024,1089.900024,0
2009-02-26,1089.650024,1093.099976,1080.400024,1089.750000,1089.750000,0
2009-02-27,1093.250000,1095.949951,1076.199951,1088.849976,1088.849976,0
2009-03-02,1081.900024,1081.900024,1057.500000,1062.400024,1062.400024,0
2009-03-03,1062.199951,1062.300049,1039.349976,1042.349976,1042.349976,0
2009-03-04,1041.849976,1052.250000,1036.500000,1038.849976,1038.849976,0
2009-03-05,1045.000000,1052.150024,1010.549988,1015.549988,1015.549988,0
2009-03-06,1006.900024,1016.549988,991.950012,1013.799988,1013.799988,0
2009-03-09,1008.299988,1008.549988,991.299988,993.250000,993.250000,0
2009-03-12,997.750000,1007.599976,993.700012,998.750000,998.750000,0
